bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1d90db61,astropy__astropy-14096,python,pass,1.0,1.0,13.0,376.0,78,,1a4462d72eb03f30dc83a879b1dd57aac8b2c18b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__227490c2,django__django-14311,python,fail2pass,1.0,1.0,10.0,467.0,51,,5a8e8f80bb82a867eab7e4d9d099f21d0a976d22
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e2250ebc,django__django-17029,python,pass,1.0,1.0,2.0,197.0,106,,953f29f700a60fc09b08b2c2270c12c447490c6a
Poly,SWE-PolyBench__python__maintenance__bugfix__453fb844,huggingface__transformers-13693,mixed,pass,1.0,2.0,21.0,1280.0,0,,8e908c8c74f556a82534f4cf1e7a1b4f7b55d24c
Verified,SWE-Bench-Verified__python__maintenance__bugfix__42ae5e9f,matplotlib__matplotlib-22719,python,pass,1.0,2.0,6.0,798.0,102,,a2a1b0a11b993fe5f8fab64b6161e99243a6393c
Pro,SWE-Bench-Pro__python__maintenance__bugfix__4c132bfd,instance_ansible__ansible-e9e6001263f51103e96e58ad382660df0f3d0e39-v30a923fb5c164d6cd18280c02422f75e611e8fb2,mixed,pass,1.0,5.0,94.0,4469.0,0,,bddb9a7490b5e9475d0d01a8d906332e81789cde
Poly,SWE-PolyBench__python__maintenance__bugfix__e3c9c53c,huggingface__transformers-15158,mixed,pass,1.0,1.0,2.0,612.0,0,,c4f7eb124b218741d66dd1d86b5d744024a78f6f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__b10492be,django__django-15022,python,pass,1.0,2.0,4.0,679.0,65,,e1d673c373a7d032060872b690a92fc95496612e
Poly,SWE-PolyBench__python__maintenance__bugfix__3f3ff585,keras-team__keras-19201,mixed,pass,1.0,1.0,6.0,373.0,0,,ec67b760ba25e1ccc392d288f7d8c6e9e153eea2
Verified,SWE-Bench-Verified__python__maintenance__bugfix__074f37ac,sympy__sympy-22714,python,pass,1.0,1.0,2.0,410.0,91,,3ff4717b6aef6086e78f01cdfa06f64ae23aed7e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3d43f489,sympy__sympy-20801,python,pass,1.0,1.0,4.0,353.0,78,,e11d3fed782146eebbffdc9ced0364b223b84b6c
Poly,SWE-PolyBench__python__maintenance__bugfix__9ff56151,huggingface__transformers-17082,mixed,pass,3.0,3.0,8.0,1057.0,0,,d76d2a2af7babf73d6c5bc53facaccab05e912f8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2c34be8a,django__django-13012,python,pass,1.0,1.0,5.0,131.0,74,,22a59c01c00cf9fbefaee0e8e67fab82bbaf1fd2
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5900c195,scikit-learn__scikit-learn-11310,python,pass,1.0,4.0,9.0,933.0,97,,553b5fb8f84ba05c8397f26dd079deece2b05029
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7ccc36b7,matplotlib__matplotlib-23314,python,pass,1.0,1.0,3.0,132.0,84,,97fc1154992f64cfb2f86321155a7404efeb2d8a
Pro,SWE-Bench-Pro__python__maintenance__bugfix__0c4f8d13,instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,mixed,pass,1.0,4.5,44.5,6509.0,0,,1503805b703787aba06111f67e7dc564e3420cad
Verified,SWE-Bench-Verified__python__maintenance__bugfix__9ea965a5,sympy__sympy-13372,python,pass,1.0,1.0,4.0,439.0,95,,30379ea6e225e37833a764ac2da7b7fadf5fe374
Verified,SWE-Bench-Verified__python__maintenance__bugfix__d105d187,django__django-15103,python,fail2pass,1.5,2.0,12.0,742.0,82,,dd528cb2cefc0db8b91a7ff0a2bc87305b976597
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5c82134f,django__django-13343,python,pass,1.0,2.0,16.0,462.0,82,,ece18207cbb64dd89014e279ac636a6c9829828e
Verified,SWE-Bench-Verified__python__maintenance__bugfix__f667fa43,django__django-15499,python,pass,1.0,1.0,13.0,182.0,98,,d90e34c61b27fba2527834806639eebbcfab9631
Poly,SWE-PolyBench__python__maintenance__bugfix__158909b8,huggingface__transformers-28071,mixed,pass,1.0,4.0,46.0,1303.0,0,,43ee58588be4dc754c9f0dea874437fe7201bf00
Poly,SWE-PolyBench__python__maintenance__bugfix__3bb9721e,huggingface__transformers-23796,mixed,pass,2.0,2.0,5.0,856.0,0,,de9255de27abfcae4a1f816b904915f0b1e23cd9
Verified,SWE-Bench-Verified__python__maintenance__bugfix__6f3e4cd9,django__django-11749,python,pass,1.0,1.0,40.0,454.0,81,,350123f38c2b6217c38d70bfbd924a9ba3df1289
Pro,SWE-Bench-Pro__python__maintenance__bugfix__e2b70931,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,mixed,pass,4.0,5.0,63.0,1972.0,0,,a5a13246ce02fd4c4ce997627b4f42152e59d288
Verified,SWE-Bench-Verified__python__maintenance__bugfix__67bcb30f,matplotlib__matplotlib-26113,python,pass,1.0,1.0,2.0,313.0,96,,5ca694b38d861c0e24cd8743753427dda839b90b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2ab7d0fc,django__django-15814,python,pass,1.0,1.0,2.0,231.0,84,,5eb6a2b33d70b9889e1cafa12594ad6f80773d3a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__45db86cf,django__django-14140,python,pass,1.0,1.0,12.0,660.0,29,,45814af6197cfd8f4dc72ee43b90ecde305a1d5a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1ce4c38e,astropy__astropy-14995,python,pass,1.0,1.0,3.0,461.0,99,,b16c7d12ccbc7b2d20364b89fb44285bcbfede54
Verified,SWE-Bench-Verified__python__maintenance__bugfix__81f2c925,django__django-12143,python,pass,1.0,1.0,3.0,360.0,105,,5573a54d409bb98b5c5acdb308310bed02d392c2
Verified,SWE-Bench-Verified__python__maintenance__bugfix__607f6b9e,django__django-11603,python,pass,1.0,2.0,2.0,269.0,105,,f618e033acd37d59b536d6e6126e6c5be18037f6
Verified,SWE-Bench-Verified__python__maintenance__bugfix__183a2a5b,django__django-15973,python,pass,1.0,1.0,2.0,302.0,5,,2480554dc4ada4ecf3f6a08e318735a2e50783f3
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7afb30f5,sphinx-doc__sphinx-11445,python,pass,1.0,4.0,8.0,969.0,49,,71db08c05197545944949d5aa76cd340e7143627
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7489fdd8,django__django-11451,python,pass,1.0,1.0,3.0,292.0,91,,e065b293878b1e3ea56655aa9d33e87576cd77ff
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3c7d37b7,sympy__sympy-23824,python,pass,1.0,1.0,4.0,307.0,92,,39de9a2698ad4bb90681c0fdb70b30a78233145f
Poly,SWE-PolyBench__python__maintenance__bugfix__214ce29d,huggingface__transformers-7078,mixed,pass,1.0,5.0,10.0,1233.0,0,,4cbd50e611e5bace6ba81d7bb7e730852bb09142
Poly,SWE-PolyBench__python__maintenance__bugfix__40f09c26,huggingface__transformers-28535,mixed,pass,1.0,2.0,11.0,930.0,0,,07ae53e6e77ec6ff4fb25fbacfec4b11cfc82749
Verified,SWE-Bench-Verified__python__maintenance__bugfix__7439767b,sympy__sympy-14976,python,pass,1.0,1.0,3.0,223.0,53,,9cbea134220b0b951587e11b63e2c832c7246cbc
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__72488b59,iamkun__dayjs-734,javascript,pass,1.0,1.0,10.0,19139,4,,9ad2e47e0569b23991bb0d5578f49c792c12df08
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__3d84a3a4,iamkun__dayjs-882,javascript,pass,1.0,2.0,21.0,6822,0,,bcea06730da2d19ddbad844de3557ee077af821c
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__1ac0bb81,mui__material-ui-33692,typescript,pass,1.0,1.0,2.0,24544,3,,6a96f9ca2297c1293cf1c5b96cb0de255d2f4a8a
Multi,Multi-SWE-Bench__c__maintenance__bugfix__5dc9809e,ponylang__ponyc-1057,c,pass,1.0,1.0,21.0,56922,0,,0c88dd775087f862f103faacdf569e57644e4ce0
Poly,SWE-PolyBench__typescript__maintenance__bugfix__6da325be,mui__material-ui-13778,mixed,pass,1.0,1.0,2.0,273.0,0,,550e949bab55d3fe3f3aba04f76baa7e45d324cc
Poly,SWE-PolyBench__javascript__maintenance__bugfix__10ab7842,prettier__prettier-361,mixed,pass,1.0,1.0,6.0,183.0,0,,237e6f44bc75269b96b31541c4a06ad293a591dd
Multi,Multi-SWE-Bench__c__maintenance__bugfix__8f9042e3,ponylang__ponyc-2532,c,pass,1.0,1.0,23.0,60900,2,,d34dce667accf0797f0afcc5e04fd0605d1ad82e
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__2fb50735,darkreader__darkreader-7241,typescript,pass,1.0,1.0,2.0,12000,13,,991883df4d5910851130e3dc0e21fcbce604ea7d
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__37f525d2,clap-rs__clap-3421,rust,pass,1.0,1.0,7.0,51919,2,,15f01789d2a6b8952a01a8a3881b94aed4a44f4c
Multi,Multi-SWE-Bench__go__maintenance__bugfix__2a889a1d,cli__cli-1387,go,pass,1.0,3.0,20.0,9262,7,,eb1b9122d8d7984fc33656e5ef90bb5b2b29e9df
Poly,SWE-PolyBench__javascript__maintenance__bugfix__d3babcfe,sveltejs__svelte-1227,mixed,pass,1.0,1.0,13.0,298.0,0,,dc4fdcf77e6156da9579c03d83668f86b5a54c1a
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__05c9e61e,mui__material-ui-23884,typescript,pass,1.0,1.0,1.0,14761,12,,194670d1cab86a764398648f136949a003b0c8b0
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__1081c568,sveltejs__svelte-11913,javascript,pass,1.0,1.0,1.0,41248,7,,ca6e9b5745e80b544c404bb74a968b68aea59c40
Poly,SWE-PolyBench__javascript__maintenance__bugfix__4d090fc6,serverless__serverless-2576,mixed,pass,1.0,2.0,12.0,1796.0,0,,5d4003dbad6f3bd07d98ff5d835ddbaa6b093724
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__d3133dfb,clap-rs__clap-4248,rust,pass,1.0,1.0,24.0,45321,5,,8e510650a98a528d3c016cfdfddbe67ae3a470a5
Poly,SWE-PolyBench__javascript__maintenance__bugfix__3b6e6f3a,prettier__prettier-8046,mixed,pass,1.0,1.0,21.0,285.0,0,,19545e049ea424273fb6d647eefd1787d998b333
Poly,SWE-PolyBench__typescript__maintenance__bugfix__27393dd8,mui__material-ui-19121,mixed,pass,1.0,1.0,33.0,438.0,0,,c99bd0dbbfdc72e2e5e1805367cc9a42ff393e3c
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__eea782b2,iamkun__dayjs-1611,javascript,pass,1.0,2.0,65.0,18420,8,,f68e4b1a29fc33542f74cde10ec6d9fb045ca37e
Multi,Multi-SWE-Bench__c__maintenance__bugfix__45da4482,ponylang__ponyc-3962,c,pass,1.0,2.0,4.0,11949,0,,12466227bb253b600b7a3ee995b56b442d02b6e2
Multi,Multi-SWE-Bench__go__maintenance__bugfix__ff0cfab5,cli__cli-7645,go,pass,1.0,1.0,12.0,16825,9,,d21c11d774df552b9c36d3d35aa8eb12e5aebd55
Poly,SWE-PolyBench__javascript__maintenance__bugfix__8cc426dd,sveltejs__svelte-3451,mixed,pass,1.0,1.0,13.0,311.0,0,,64c56eddcd76d2f88bb2c42488f4b5d8df48a54d
Pro,SWE-Bench-Pro__go__maintenance__bugfix__720b4d92,instance_future-architect__vuls-b8db2e0b74f60cb7d45f710f255e061f054b6afc,mixed,fail2pass,2.0,4.0,9.5,7028.0,0,,43b46cb324f64076e4d9e807c0b60c4b9ce11a82
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__3be02163,clap-rs__clap-3420,rust,pass,2.0,3.0,6.0,45000,0,,135b15467eda2394b017f2a7d25cda1417c0feec
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__2dc6f037,clap-rs__clap-2501,rust,pass,1.0,1.0,4.0,57293,0,,750aba282f1ad4ed623ef32dfe9fb04588e6dd42
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__7958c8a7,mui__material-ui-35086,typescript,pass,1.0,1.0,3.0,27049,1,,b144a55f0ff8c2d45db00698fff2b0a077d2e619
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__41a5a6f5,mui__material-ui-34229,typescript,pass,1.0,3.0,6.0,41620,2,,fa62bf35e109ede215cb8cbae66ba4d6a30fef60
Poly,SWE-PolyBench__javascript__maintenance__bugfix__a65e43ee,serverless__serverless-5571,mixed,pass,1.0,1.0,2.0,168.0,0,,fa4ef1159a36355799bba0ace606d3625dd1c24e
Poly,SWE-PolyBench__javascript__maintenance__bugfix__e21304a6,sveltejs__svelte-907,mixed,pass,1.0,2.0,9.0,804.0,0,,1dad8f1936c5ac974854930b32814db907528f56
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__9bdfae2c,mui__material-ui-38100,typescript,pass,1.0,1.0,1.0,15534,9,,0f8eb07edbf21c585faf4803ab0122f23efbb2c7
Multi,Multi-SWE-Bench__go__maintenance__bugfix__8d23605c,cli__cli-1580,go,pass,1.0,1.0,12.0,30148,6,,727b72666713909d318f24f03065ce2e488566d5
Poly,SWE-PolyBench__javascript__maintenance__bugfix__f4541fb1,serverless__serverless-3457,mixed,pass,1.0,1.0,6.0,198.0,0,,fea269947104889165e3ebb0f64638921caf2052
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__908342f0,clap-rs__clap-4474,rust,pass,1.0,1.0,2.0,33613,15,,4d69e56f06d66ff5215a900dc42809d34a2d4184
Poly,SWE-PolyBench__typescript__maintenance__bugfix__4f3cb6be,microsoft__vscode-135197,mixed,pass,1.0,1.0,4.0,390.0,0,,a993ada9300a531c09dfa6a1be772b1abc1492ad
Pro,SWE-Bench-Pro__go__maintenance__bugfix__997c7afd,instance_flipt-io__flipt-c154dd1a3590954dfd3b901555fc6267f646a289,mixed,fail2pass,6.5,15.5,38.0,6932.0,0,,e432032cf2d11e3bb6f558748a5ee41a90640daa
Pro,SWE-Bench-Pro__javascript__maintenance__bugfix__09eb0d6d,instance_NodeBB__NodeBB-a5afad27e52fd336163063ba40dcadc80233ae10-vd59a5728dfc977f44533186ace531248c2917516,mixed,fail2pass,9.0,15.0,61.5,5440.0,0,,7800016f2f1b89d2d3cfea6a7da7c77096b7b927
Poly,SWE-PolyBench__javascript__maintenance__bugfix__e647c8ce,sveltejs__svelte-4288,mixed,pass,2.0,2.0,5.0,780.0,0,,e4460e38ba58d5209514f0fa93dc61b6bb1ebb54
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3da242a2,cli__cli-10048,go,pass,2.0,2.0,8.0,35670,2,,8288011149e71d5658b80ebef393522ba2d0e7cc
Multi,Multi-SWE-Bench__go__maintenance__bugfix__250649eb,cli__cli-3832,go,pass,2.0,2.0,7.0,23451,5,,aecfc01e6911e0ed58e91f5072305f5441cc76fe
Poly,SWE-PolyBench__javascript__maintenance__bugfix__9d623e73,sveltejs__svelte-728,mixed,pass,1.0,1.0,3.0,116.0,0,,5c4905a595ece6885dfed8c44b26be544130b6a6
Poly,SWE-PolyBench__typescript__maintenance__bugfix__0307e40c,mui__material-ui-15526,mixed,pass,1.0,1.0,13.0,397.0,0,,6ef44f1cf8fdd8c8670a25cbd4c16a54c332198f
Poly,SWE-PolyBench__typescript__maintenance__bugfix__48468065,microsoft__vscode-160342,mixed,pass,1.0,1.0,6.0,341.0,0,,440e61ffab2ba257f30852940fdce18a48a168ea
Poly,SWE-PolyBench__javascript__maintenance__bugfix__59dd675b,serverless__serverless-7374,mixed,pass,1.0,1.0,3.0,148.0,0,,8518000d4fbf3a6cf0a6e2f81bd6421e017a1b5f
Multi,Multi-SWE-Bench__go__maintenance__bugfix__4d9664f3,cli__cli-5047,go,pass,2.0,2.0,7.0,21927,3,,583af3e54c506fa1c0e6bc673c2c62a7e6303660
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__3cb539ec,mui__material-ui-34337,typescript,pass,1.0,1.0,2.0,68778,3,,b3548fabeab1980d3c5e5b85945550df95ee6b82
Poly,SWE-PolyBench__typescript__maintenance__bugfix__2bfb742a,mui__material-ui-20252,mixed,pass,1.0,2.0,5.0,2011.0,0,,5a794bd4974b02536b59d09029b12b4e76824301
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__1cadcb7d,tokio-rs__tracing-1236,rust,pass,1.0,1.0,2.0,27147,16,,4609f22aff1ad88b81e749e2536761d6ee364d1f
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__bb727b6d,sveltejs__svelte-13097,javascript,pass,1.0,1.0,20.0,24123,3,,cf6b64c6c0220068abb2843fea78b125b8767f44
Poly,SWE-PolyBench__javascript__maintenance__bugfix__63513ada,sveltejs__svelte-3749,mixed,pass,3.0,4.0,23.0,1335.0,0,,8d7d0ff7dd7b248ca6d9b6b4cac098430c6e6ffa
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__2aa6fa4c,vuejs__core-11201,typescript,pass,1.0,1.0,21.0,24129,5,,582cd2e9bc21b8d9b695dc0ad28f96cc88d8f0cf
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__6f9b5ff2,mui__material-ui-38188,typescript,pass,1.0,2.0,4.0,49462,1,,bca4565b43b4166f422aa4ba5d8399bb054bef66
Multi,Multi-SWE-Bench__go__maintenance__bugfix__0498ad7f,cli__cli-2785,go,pass,1.0,1.0,23.0,30689,12,,bdce08a793abe4744c02d537e37c9ba63601a849
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__4c3f5d3d,mui__material-ui-34437,typescript,pass,1.0,1.0,2.0,48344,12,,d9e863562f735bc798adfe20a63faa919a4fddd4
Poly,SWE-PolyBench__javascript__maintenance__bugfix__c017c9ba,prettier__prettier-6604,mixed,pass,2.0,2.0,4.0,696.0,0,,affa24ce764bd14ac087abeef0603012f5c635d6
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__5eee261d,vuejs__core-9572,typescript,pass,1.0,1.0,16.0,11449,1,,f6babf32363185ff3ab3512d952a8a9aa9603762
Multi,Multi-SWE-Bench__go__maintenance__bugfix__6d48775e,cli__cli-4253,go,pass,1.0,1.0,18.0,19051,11,,e6ff77ce73c201b0ee36d2b802ea45e9e1ad1822
Multi,Multi-SWE-Bench__c__maintenance__bugfix__538e9f59,jqlang__jq-1793,c,pass,1.0,1.0,18.0,24556,16,,4b4fefa254346524c787b862e35e4fbb70e01e95
Poly,SWE-PolyBench__javascript__maintenance__bugfix__c26fd1ab,sveltejs__svelte-3949,mixed,pass,2.0,2.0,4.0,410.0,0,,39bbac4393d2845989601e216a5d0b4579e1983f
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__ff629f34,vuejs__core-11899,typescript,pass,1.0,1.0,19.0,33879,1,,d0b513eb463f580e29378e43d112ff6859aa366e
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__898aa1de,mui__material-ui-39775,typescript,pass,1.0,1.0,7.0,29480,4,,6b9cee5d523304e0a8f3c8fd93a380d27be1df76
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__e43d9aa5,catchorg__Catch2-1608,cpp,pass,2.0,2.0,38.0,16394,0,,979bbf03bb00bc55ca09783791b5091a2247df68
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__c8b82135,vuejs__core-8538,typescript,pass,1.0,1.0,10.0,69507,3,,0e63cbfaf57979e2c6fcfa986281c7521d82d893
Multi,Multi-SWE-Bench__java__maintenance__bugfix__747c7f60,google__gson-1391,java,pass,1.0,4.0,12.0,23650,11,,3f4ac29f9112799a7374a99b18acabd0232ff075
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__04b981d7,mui__material-ui-36659,typescript,pass,1.0,1.0,5.0,42311,3,,0ba283880545390fc6408e408dcde93ed5de178c
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3d1b3145,cli__cli-7180,go,pass,1.0,1.0,26.0,9615,9,,41a457136e3134e5b5e6c17cba2704309ac609bb
Multi,Multi-SWE-Bench__go__maintenance__bugfix__4606de0b,cli__cli-3982,go,pass,1.0,1.0,3.0,8483,11,,a6710ec5064995aadd18da5808c8c4ff41a8199c
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__54ebe590,vuejs__core-10289,typescript,pass,1.0,1.0,5.0,17259,14,,75e02b5099a08166bdf407127916734c48209ee9
Poly,SWE-PolyBench__typescript__maintenance__bugfix__2d1b4a72,mui__material-ui-18141,mixed,pass,3.0,7.0,19.0,1195.0,0,,13b3a0d31947ccdb20108febb5432d4f46f5a677
Multi,Multi-SWE-Bench__c__maintenance__bugfix__634fe9b8,ponylang__ponyc-2586,c,pass,1.0,1.0,13.0,40876,3,,3ed6c09a5f410351cb0eb9eb545eae9114cbb065
Poly,SWE-PolyBench__typescript__maintenance__bugfix__52180d42,mui__material-ui-18257,mixed,pass,1.0,1.0,2.0,200.0,0,,b29c294f55f0dca2af0c8438b86961a8c8534516
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__1ff281e5,mui__material-ui-31998,typescript,pass,1.0,1.0,10.0,44934,0,,5b53f5efe691a76630e479245e5be0f91371f691
Multi,Multi-SWE-Bench__c__maintenance__bugfix__d22bf206,ponylang__ponyc-1486,c,pass,1.0,2.0,36.0,54996,0,,336000f438564ca2863d32685964ccd23ec9d174
Poly,SWE-PolyBench__javascript__maintenance__bugfix__1ad00901,sveltejs__svelte-510,mixed,pass,1.0,1.0,6.0,513.0,0,,4012414fa733628bb029be39195a278301da46be
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__8d2ac221,vuejs__core-11338,typescript,pass,1.0,1.0,5.0,52072,0,,314ce82e479dbb33a9281ba8c2ebe288536b32df
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__7c41997b,vuejs__core-10250,typescript,pass,1.0,1.0,5.0,33418,2,,d276a4f3e914aaccc291f7b2513e5d978919d0f9
Poly,SWE-PolyBench__javascript__maintenance__bugfix__7e3e2bb9,sveltejs__svelte-3702,mixed,pass,1.0,1.0,24.0,471.0,0,,565931dff957545bf1b8a9ea57cfc097ed1a7e83
Poly,SWE-PolyBench__javascript__maintenance__bugfix__78039f77,sveltejs__svelte-1310,mixed,pass,1.0,1.0,6.0,274.0,0,,b4ade9d4b2e32657bbc95b4cdbfcd2322a8bdbef
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__6a14056a,vuejs__core-11517,typescript,pass,1.0,1.0,4.0,25712,0,,b74687c0bbc0083513a1f5da3a2995cfb5f48246
Poly,SWE-PolyBench__typescript__maintenance__bugfix__2487b02a,microsoft__vscode-177084,mixed,pass,2.0,2.0,6.0,826.0,0,,384b03f26310fc3c4ea86156b7c6aefb431d594f
Poly,SWE-PolyBench__typescript__maintenance__bugfix__2bb4ea7a,mui__material-ui-11451,mixed,pass,1.0,3.0,10.0,405.0,0,,04fae47c2a876f38aacfae866d220ddcbb7358ef
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__b8bf59e7,mui__material-ui-30374,typescript,pass,1.0,1.0,16.0,60360,5,,f22b27378ee98df1d8b300b1f6d639cdbb2c4929
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__ae8b362a,clap-rs__clap-1869,rust,pass,1.0,1.0,6.0,27439,1,,deb14c853740ebc82feb12a9af61c30726627622
Multi,Multi-SWE-Bench__c__maintenance__bugfix__1e842312,ponylang__ponyc-2201,c,pass,1.0,1.0,11.0,52690,0,,f00f95b30dd68c7faaff0aa88508c218bc19f02b
Poly,SWE-PolyBench__typescript__evolution__feature__d520ba22,mui__material-ui-28813,mixed,pass,3.0,6.0,28.0,3657.0,0,,182d4dc7726f6d77f0ca3863ca6fcdf9eec23a23
Poly,SWE-PolyBench__javascript__maintenance__bugfix__108b2d38,prettier__prettier-14400,mixed,pass,1.0,1.0,1.0,208.0,0,,6905b39ec7bc6ed38732e26ceced5b57677e2600
Poly,SWE-PolyBench__javascript__maintenance__bugfix__eb1411ba,sveltejs__svelte-2185,mixed,pass,1.0,1.0,3.0,296.0,0,,ea88317f84adb780075b8a689cf664249b09b42c
Poly,SWE-PolyBench__javascript__maintenance__bugfix__c6d3e230,sveltejs__svelte-3305,mixed,pass,1.0,2.0,4.0,484.0,0,,b99ee7d5d177f4fb42b5821d63993248833ee48a
Poly,SWE-PolyBench__typescript__maintenance__bugfix__3864c137,mui__material-ui-29023,mixed,pass,3.0,4.0,8.0,1291.0,0,,d11ef0f82f1ef6d62518f0879b674feb9f916d66
Multi,Multi-SWE-Bench__go__maintenance__bugfix__03f04397,cli__cli-8632,go,pass,2.0,7.0,14.0,23864,1,,f015020bcd61caf00d41d4c2dae014be2fb2fc29
Multi,Multi-SWE-Bench__java__maintenance__bugfix__f0db9a27,fasterxml__jackson-core-183,java,pass,1.0,1.0,2.0,25439,28,,ac6d8e22847c19b2695cbd7d1f418e07a9a3dbb2
Poly,SWE-PolyBench__javascript__maintenance__bugfix__11e78a8d,sveltejs__svelte-3314,mixed,pass,1.0,2.0,4.0,389.0,0,,dbf503b9e1ed2f4cdebb134b8f2125f67d3d8b86
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__cbea412a,expressjs__express-3870,javascript,pass,1.0,2.0,6.0,39840,10,,dc538f6e810bd462c98ee7e6aae24c64d4b1da93
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__05c53458,mui__material-ui-29898,typescript,pass,1.0,5.0,10.0,28026,0,,38ac830eedf60a2a40983d71cb4dd64e8f1abf4e
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__b31d2f53,iamkun__dayjs-1725,javascript,pass,1.0,1.0,3.0,19696,14,,5a108ff3159c53fd270ea7638f33c35c934d6457
Poly,SWE-PolyBench__typescript__maintenance__bugfix__7827bc22,mui__material-ui-26061,mixed,pass,1.0,2.0,67.0,1465.0,0,,5a983eadb806ba095de2a2754b208d470e3f55e7
Multi,Multi-SWE-Bench__go__maintenance__bugfix__eb5704a5,cli__cli-513,go,pass,1.0,1.0,2.0,27475,15,,cc96ddd5514c04ee90fff11c840aad68af9fada3
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__87d9772c,iamkun__dayjs-938,javascript,pass,1.0,3.0,29.0,18571,2,,72cdb20552dd5af6c2295bf52075ba19cceb000f
Poly,SWE-PolyBench__javascript__maintenance__bugfix__2d7a3934,prettier__prettier-3515,mixed,pass,1.0,3.0,14.0,3742.0,0,,d1c97b362219d62669145bb6bdd66a4be5423257
Poly,SWE-PolyBench__typescript__maintenance__bugfix__1de1bd3c,mui__material-ui-18683,mixed,pass,1.0,4.0,8.0,751.0,0,,dfe2779b8b6499ccd1922990ac9178d84e02f8b6
Poly,SWE-PolyBench__javascript__maintenance__bugfix__9ca0e415,sveltejs__svelte-3403,mixed,pass,1.0,1.0,7.0,189.0,0,,4f26363fe0af69b85b84d3c2d9e5d4fe5dc249d6
Poly,SWE-PolyBench__typescript__maintenance__bugfix__48e5846a,mui__material-ui-23229,mixed,pass,3.0,6.0,18.0,2563.0,0,,56520e757e0052e25f8dd5d78214458c4b7c634d
Poly,SWE-PolyBench__typescript__evolution__feature__34826a6a,mui__material-ui-26807,mixed,pass,4.0,6.0,21.0,4541.0,0,,567e6cf97dce71eba9370e8c13519d206a98ffd2
